Title (Address),Area (sq-ft),Price (Cr)
"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Gaon, Kharadi Pune",1100 sqft,"₹
1.22 Cr"
"4 BHK Apartment for Sale in Mitra Mandal, Parvati Paytha Pune",1363 sqft,"₹
2.68 Cr"
"3 BHK Apartment for Sale in Montvert Avion, Pashan Sus Road Pune",1400 sqft,"₹
2.50 Cr"
"2 BHK Apartment for Sale in Venkatesh Flora Phase II, Mundhwa Pune",950 sqft,"₹
96 Lac"
"2 BHK Apartment for Sale in Raheja Vistas, NIBM Road Pune",1650 sqft,"₹
1.15 Cr"
"3 BHK Apartment for Sale in Kasturi The Balmoral, Balewadi Pune",1246 sqft,"₹
2.04 Cr"
"3 BHK Apartment for Sale in Nandan Prospera Gold, Laxman Nagar Baner Pune",1650 sqft,"₹
2.90 Cr"
"3 BHK Apartment for Sale in Astrana, Hadapsar Pune",1178 sqft,"₹
1.50 Cr"
"2 BHK Apartment for Sale in VTP Euphoria, Kharadi Pune",810 sqft,"₹
92.2 Lac"
"4 BHK Apartment for Sale in Panchshil Trump Towers, Kalyani Nagar Pune",4550 sqft,"₹
15 Cr"
"2 BHK Apartment for Sale in VTP Altair, Kharadi Pune",650 sqft,"₹
68 Lac"
"4 BHK Apartment for Sale in Kings County, Wakad Pune",1540 sqft,"₹
1.95 Cr"
"4 BHK Apartment for Sale in Kolte Patil 24K Manor, Pimple Nilakh, Pimpri Chinchwad Pune",2240 sqft,"₹
4.30 Cr"
"2 BHK Apartment for Sale in Godrej Serene, Mamurdi, Dehu Road Pune",762 sqft,"₹
68 Lac"
"3 BHK Apartment for Sale in Kohinoor Satori Mahalunge, Mahalunge Pune",1326 sqft,"₹
1.59 Cr"
"3 BHK Apartment for Sale in Rivernest, Charholi BK Pune",1130 sqft,"₹
89.6 Lac"
"3 BHK Apartment for Sale in Aqura Pride, Sinhgad Road Pune",1253 sqft,"₹
1.53 Cr"
"3 BHK Apartment for Sale in VTP Dolce Vita, Tukaram Nagar Kharadi Pune",928 sqft,"₹
1.02 Cr"
"3 BHK Apartment for Sale in Duville Riverdale Grand, Kharadi Pune",1200 sqft,"₹
1.51 Cr"
"3 BHK Apartment for Sale in Marvel Ritz, Hadapsar Pune",1750 sqft,"₹
2.40 Cr"
"3 BHK Builder Floor for Sale in Pegasus Megapolis Mystic, Hinjawadi Pune",1282 sqft,"₹
1.15 Cr"
"3 BHK Apartment for Sale in Vascon Forest County, Kharadi Pune",1530 sqft,"₹
2.85 Cr"
2 BHK Apartment for Sale in Patil Nagar Balewadi Pune,760 sqft,"₹
92 Lac"
"2 BHK Apartment for Sale in Costa Rica, Wakad Pune",1055 sqft,"₹
1.05 Cr"
"4 BHK Apartment for Sale in Marvel Sonnet, Viman Nagar Pune",3100 sqft,"₹
5.50 Cr"
"3 BHK Apartment for Sale in Vascon Forest County, EON Free Zone, Kharadi Pune",1560 sqft,"₹
2.51 Cr"
"3 BHK Apartment for Sale in Princeton Flair Cooperative Society, Koregaon Park Pune",1400 sqft,"₹
2.50 Cr"
"3 BHK Apartment for Sale in Lodha Belmondo Augusta, Gahunje Pune",1465 sqft,"₹
1.75 Cr"
"4 BHK Apartment for Sale in Kolte-Patil 24k Opula, Vishal Nagar, Pimpri Chinchwad Pune",2170 sqft,"₹
4.30 Cr"
"4 BHK Apartment for Sale in Yoo Pune, Magarpatta Pune",4500 sqft,"₹
8.30 Cr"
"2 BHK Apartment for Sale in VTP Belair A Building, Mahalunge Pune",639 sqft,"₹
69 Lac"
"2 BHK Apartment for Sale in Sukhwani Hermosa Casa, Keshav Nagar Mundhwa Pune",780 sqft,"₹
78 Lac"
"3 BHK Apartment for Sale in Eisha Zenith, Wakad Pune",1200 sqft,"₹
1.24 Cr"
"3 BHK Apartment for Sale in Livience Aleenta, Pashan Pune",1438 sqft,"₹
1.98 Cr"
"2 BHK Apartment for Sale in Arvind Elan, Kothrud Pune",832 sqft,"₹
1.23 Cr"
"2 BHK Apartment for Sale in Rohan Saroha, Bhugaon, Bavdhan Pune",836 sqft,"₹
81.5 Lac"
"2 BHK Apartment for Sale in Bramha the Collection, New Kalyani Nagar Pune",765 sqft,"₹
1.24 Cr"
"3 BHK Apartment for Sale in Pyramid Atlante, Wakad Pune",1569 sqft,"₹
1.66 Cr"
"4 BHK Apartment for Sale in Vilas Palladio Balewadi Central Phase 1, Balewadi Pune",1455 sqft,"₹
1.96 Cr"
"3 BHK Apartment for Sale in Solitaire Kothrud, Kothrud Pune",1175 sqft,"₹
2.30 Cr"
"2 BHK Apartment for Sale in Sacred Heart Town, Wanowrie Pune",1237 sqft,"₹
1.18 Cr"
"2 BHK Apartment for Sale in Nyati Exuberance I, Undri Pune",701 sqft,"₹
64.7 Lac"
"4 BHK Apartment for Sale in Kolte Patil 24K Altura, Baner Pune",1700 sqft,"₹
2.76 Cr"
"2 BHK Apartment for Sale in Wanowrie Pune, Wanowrie Pune",1200 sqft,"₹
2 Cr"
"3 BHK Apartment for Sale in Icon Shreegeeta, Sahakar Nagar Parvati Paytha Pune",1250 sqft,"₹
1.87 Cr"
"2 BHK Apartment for Sale in Nyati Elysia, Kharadi Pune",679 sqft,"₹
90 Lac"
"3 BHK Apartment for Sale in Majestique Evolvus, Kharadi Pune",1092 sqft,"₹
1.52 Cr"
"2 BHK Apartment for Sale in Kohinoor Uptown Avenue, Punawale, Pimpri Chinchwad Pune",1075 sqft,"₹
1.04 Cr"
"3 BHK Apartment for Sale in ANP Ultimus, Wakad Pune",1180 sqft,"₹
1.30 Cr"
"3 BHK Apartment for Sale in Ganga Legend, Bavdhan Pune",1402 sqft,"₹
1.48 Cr"
"2 BHK Apartment for Sale in Achalare Spring Gardens Phase 2, Moshi Pune",790 sqft,"₹
66.4 Lac"
"3 BHK Apartment for Sale in Rachana Bella Casa Royale, Sus Pune",1166 sqft,"₹
1.13 Cr"
"2 BHK Apartment for Sale in Parth Kiona, Maan Pune",767 sqft,"₹
75.2 Lac"
"4 BHK Apartment for Sale in Majestique The Ornate, Baner Pune",1841 sqft,"₹
2.81 Cr"
"2 BHK Apartment for Sale in Zoa, Keshav Nagar Mundhwa Pune",765 sqft,"₹
81.8 Lac"
"3 BHK Apartment for Sale in Siddhashila Treasure Trove, Wakad Pune",1088 sqft,"₹
1.07 Cr"
"4 BHK Apartment for Sale in Shubh Tristar, Mundhwa Pune",2311 sqft,"₹
2.94 Cr"
"3 BHK Apartment for Sale in Yashada Jubilee Hills, Baner Pune",1439 sqft,"₹
2.13 Cr"
"3 BHK Apartment for Sale in Ankur, Erandwane Pune",1323 sqft,"₹
3.17 Cr"
"3 BHK Apartment for Sale in Raheja Sterling, NIBM Road Pune",1009 sqft,"₹
1.02 Cr"
"2 BHK Apartment for Sale in Jhamtani Ace Atmosphere, Ravet, Pimpri Chinchwad Pune",725 sqft,"₹
77 Lac"
"2 BHK Apartment for Sale in Miami A6 A7 B1, Charholi BK Pune",795 sqft,"₹
83.2 Lac"
"4 BHK Apartment for Sale in Sukhwani Celaeno, Pimple Saudagar, Pimpri Chinchwad Pune",1658 sqft,"₹
2.66 Cr"
"4 BHK Apartment for Sale in Lodha Estilo, Kharadi Pune",2146 sqft,"₹
3.28 Cr"
"3 BHK Apartment for Sale in Rohan Ekam, Balewadi Pune",1691 sqft,"₹
2.23 Cr"
"3 BHK Apartment for Sale in Kohinoor Westview Reserve, Punawale, Pimpri Chinchwad Pune",1310 sqft,"₹
1.38 Cr"
"2 BHK Apartment for Sale in Magnacity, Manjari BK Pune",757 sqft,"₹
68.9 Lac"
"4 BHK Apartment for Sale in Unique K Shire, Punawale, Pimpri Chinchwad Pune",1823 sqft,"₹
1.69 Cr"
"4 BHK Apartment for Sale in Essen F Premium, Punawale, Pimpri Chinchwad Pune",1717 sqft,"₹
1.86 Cr"
"2 BHK Apartment for Sale in Bella Casa, Ambegaon BK Pune",977 sqft,"₹
91.7 Lac"
"3 BHK Apartment for Sale in Swojas Advait, Model Colony, Shivaji Nagar Pune",1100 sqft,"₹
1.93 Cr"
"3 BHK Apartment for Sale in Joyville Celestia, Hadapsar Pune",936 sqft,"₹
1.07 Cr"
"3 BHK Apartment for Sale in Lodha Panache, Hinjawadi Pune",1130 sqft,"₹
1.46 Cr"
"2 BHK Apartment for Sale in VTP Bellissimo, Hinjawadi Pune",760 sqft,"₹
79.8 Lac"
"3 BHK Apartment for Sale in T2 named Constella of Raheja Galaxy in RV Premiere, NIBM Road Pune",1782 sqft,"₹
2.48 Cr"
"3 BHK Apartment for Sale in City One Vezdaa, Ravet, Pimpri Chinchwad Pune",1217 sqft,"₹
1.47 Cr"
"3 BHK Apartment for Sale in Krisala 41 Zillenia, Punawale, Pimpri Chinchwad Pune",918 sqft,"₹
77.5 Lac"
"3 BHK Apartment for Sale in Kolte Patil Little Earth, Kiwale, Dehu Road Pune",1081 sqft,"₹
91.5 Lac"
"3 BHK Apartment for Sale in Kolte Patil Life Republic Sector R22 Avenue Atmos, Hinjawadi Pune",1020 sqft,"₹
93.5 Lac"
"3 BHK Apartment for Sale in Kakade Paradise Cooperative Housing Society, Wanwadi Pune",1175 sqft,"₹
1.84 Cr"
"4 BHK Apartment for Sale in Godrej Emerald Waters, Pimpri Pune",1800 sqft,"₹
2.53 Cr"
"4 BHK Apartment for Sale in Yashada Windsong, Ravet, Pimpri Chinchwad Pune",1791 sqft,"₹
1.82 Cr"
"2 BHK Apartment for Sale in Shreepati Heritage, Balewadi Pune",844 sqft,"₹
1.10 Cr"
"4 BHK Apartment for Sale in Flamante By VTP Luxe Phase 1, Kharadi Pune",1610 sqft,"₹
1.96 Cr"
"3 BHK Apartment for Sale in Saniket WYCE Exclucity, Bavdhan Pune",1255 sqft,"₹
1.77 Cr"
"3 BHK Apartment for Sale in 4 Taljai Hills, Dhankawadi Pune",1042 sqft,"₹
1.25 Cr"
"4 BHK Apartment for Sale in The Reserve, Mundhwa Pune",2696 sqft,"₹
4.75 Cr"
"4 BHK Apartment for Sale in Pristine O2 World Part 1, Kharadi Pune",1690 sqft,"₹
2.26 Cr"
"3 BHK Apartment for Sale in Kasturi Eon Homes, Hinjawadi Pune",973 sqft,"₹
1.20 Cr"
"4 BHK Apartment for Sale in Ganga Platinum, Kharadi Pune",1950 sqft,"₹
2.81 Cr"
"3 BHK Apartment for Sale in Sukhwani Sepia, Tathawade Pimpri Chinchwad Pune",1063 sqft,"₹
1.08 Cr"
"3 BHK Apartment for Sale in Shyni Gold, Walhekarwadi Pune",1102 sqft,"₹
1.21 Cr"
"2 BHK Apartment for Sale in Joyville Celestia, Hadapsar Pune",687 sqft,"₹
79.9 Lac"
"4 BHK Apartment for Sale in Ganga Avanta, Mundhwa Pune",1620 sqft,"₹
2.10 Cr"
"3 BHK Apartment for Sale in Geras Island of Joy, Wagholi Pune",1134 sqft,"₹
1.33 Cr"
"4 BHK Apartment for Sale in Yoo One, Kondhwa Pune",1969 sqft,"₹
2.77 Cr"
"4 BHK Apartment for Sale in 5 Maidan by Skyi, Baner Pune",1730 sqft,"₹
2.63 Cr"
"3 BHK Apartment for Sale in Pride Wellington, Charholi BK Pune",1056 sqft,"₹
1 Cr"
"2 BHK Apartment for Sale in Kolte Patil Life Republic, Hinjawadi Pune",775 sqft,"₹
70.8 Lac"
"3 BHK Apartment for Sale in Millennium Samriddhi, Punawale, Pimpri Chinchwad Pune",1198 sqft,"₹
1.14 Cr"
"3 BHK Apartment for Sale in Venkatesh Erandwane Central, Erandwane Pune",1232 sqft,"₹
3.58 Cr"
"3 BHK Apartment for Sale in Godrej Forest Grove, Mamurdi, Dehu Road Pune",705 sqft,"₹
63.8 Lac"
"3 BHK Apartment for Sale in Kohinoor Central Park, Maan Pune",1276 sqft,"₹
1.34 Cr"
"3 BHK Apartment for Sale in Majestique Signature Towers, Balewadi Pune",1199 sqft,"₹
1.79 Cr"
"3 BHK Apartment for Sale in Shapoorji Pallonji Golfland, Bavdhan Pune",1497 sqft,"₹
2.12 Cr"
"2 BHK Apartment for Sale in Megapolis Splendour, Hinjawadi Pune",855 sqft,"₹
76 Lac"
2 BHK Villa for Sale in Pimpale Pune,2000 sqft,"₹
2.50 Cr"
"3 BHK Apartment for Sale in 64 hills, Bavdhan Pune",1569 sqft,"₹
2.54 Cr"
"2 BHK Apartment for Sale in Percept Bounty III, Wadgaon Sheri Pune",715 sqft,"₹
61.7 Lac"
"3 BHK Apartment for Sale in Rajgruhi Residency, Kondhwa BK Pune",1400 sqft,"₹
2 Cr"
4 BHK Apartment for Sale in Erandwane Pune,1800 sqft,"₹
4.75 Cr"
"4 BHK Apartment for Sale in Mitra Mandal Colony, Parvati Darshan Pune",1414 sqft,"₹
2.76 Cr"
"2 BHK Apartment for Sale in Yash Florencia, Kondhwa Pune",720 sqft,"₹
60 Lac"
"3 BHK Apartment for Sale in Gemini Grand Bay, Manjari BK Pune",900 sqft,"₹
79 Lac"
"3 BHK Apartment for Sale in Horizon Highgroves, Koregaon Park Annexe, Mundhwa Pune",1104 sqft,"₹
1.59 Cr"
4 BHK Apartment for Sale in One North Pune,3405 sqft,"₹
7 Cr"
"2 BHK Apartment for Sale in Kalpataru Harmony, Wakad Pune",900 sqft,"₹
1.05 Cr"
"2 BHK Apartment for Sale in Sukhwani Hermosa Casa, Mundhwa Pune",784 sqft,"₹
79.9 Lac"
"2 BHK Apartment for Sale in F5 Green County, Fursungi Pune",723 sqft,"₹
52 Lac"
"2 BHK Apartment for Sale in Godrej Boulevard, Manjri, Manjri Budruk Pune",691 sqft,"₹
80 Lac"
"2 BHK Apartment for Sale in Gera Song of Joy, EON Free Zone, Kharadi Pune",950 sqft,"₹
1.49 Cr"
"3 BHK Apartment for Sale in Gera World of Joy, Ubale Nagar Pune",1171 sqft,"₹
1.54 Cr"
"3 BHK Apartment for Sale in Sai Vishal Belleza, Magarpatta Pune",1150 sqft,"₹
95 Lac"
3 BHK Apartment for Sale in Warje Pune,1126 sqft,"₹
1.51 Cr"
"3 BHK Apartment for Sale in Konark Krish, Keshav Nagar Mundhwa Pune",1770 sqft,"₹
1.30 Cr"
"2 BHK Apartment for Sale in Kohinoor Zen Estate, Kharadi Pune",962 sqft,"₹
98 Lac"
2 BHK Apartment for Sale in Kondhwa Pune,886 sqft,"₹
45 Lac"
"2 BHK Apartment for Sale in Morning Dew, Manjari BK Pune",706 sqft,"₹
70 Lac"
"2 BHK Apartment for Sale in Megapolis Splendour Smart Homes III, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park Pune",855 sqft,"₹
79 Lac"
"2 BHK Apartment for Sale in ABIL Imperial Atria, Baner Pune",911 sqft,"₹
1.06 Cr"
"3 BHK Apartment for Sale in Ganga Serio, Kharadi Pune",1060 sqft,"₹
2.10 Cr"
"2 BHK Apartment for Sale in Porwal Khush Vista Phase 1, Mohammed Wadi Pune",740 sqft,"₹
56 Lac"
"2 BHK Apartment for Sale in Relicon Felicia, Pashan Pune",800 sqft,"₹
94 Lac"
"3 BHK Apartment for Sale in Silver Dale, Ghorpadi Pune",1700 sqft,"₹
1.60 Cr"
"3 BHK Apartment for Sale in Palladio Kharadi Central Phase 2, Kharadi Pune",1083 sqft,"₹
1.28 Cr"
"2 BHK Apartment for Sale in Lifestyle Royal Oak, Wakad Pune",760 sqft,"₹
80 Lac"
"3 BHK Apartment for Sale in Kool Homes Panchamrut, Ambegaon Pune",1475 sqft,"₹
1.13 Cr"
"2 BHK Apartment for Sale in Bramha Baug, Bhagwan Tatyasaheb Kawade Road Pune",1031 sqft,"₹
78 Lac"
"2 BHK Apartment for Sale in Joyville Hadapsar Annexe Phase 14, Shewalewadi Pune",725 sqft,"₹
88 Lac"
"2 BHK Apartment for Sale in Nirman Brookefield Willows, Pisoli Pune",726 sqft,"₹
51 Lac"
"2 BHK Apartment for Sale in Suman Renaissance, Dhanori Pune",800 sqft,"₹
80 Lac"
"2 BHK Apartment for Sale in ArcVista, Dhanori Pune",718 sqft,"₹
65 Lac"
2 BHK Apartment for Sale in Dhanori Pune,860 sqft,"₹
78 Lac"
"3 BHK Apartment for Sale in Joyville Hadapsar Annexe, Manjri, Manjri Budruk Pune",895 sqft,"₹
1.12 Cr"
"3 BHK Apartment for Sale in Marquee 33 West Avenue, Baner Pune",1438 sqft,"₹
2.30 Cr"
"2 BHK Apartment for Sale in 1 Hallmark Avenue, Ravet, Pimpri Chinchwad Pune",836 sqft,"₹
80 Lac"
"2 BHK Apartment for Sale in Maple Woodz, Wagholi Pune",788 sqft,"₹
45 Lac"
"3 BHK Apartment for Sale in Axis Vertiga, Nyati County, Mohammed Wadi Pune",1585 sqft,"₹
1.08 Cr"
"4 BHK House for Sale in Lodha Belmondo, Mumbai Pune Expressway Pune",2000 sqft,"₹
3.45 Cr"
"2 BHK Apartment for Sale in Paramount Garden, Katraj Pune",682 sqft,"₹
80 Lac"
"2 BHK Apartment for Sale in Shree Samarth 66 Gulmohar, Baner Pune",894 sqft,"₹
1.19 Cr"
"3 BHK Apartment for Sale in Akash Towers, Vishal Nagar, Pimpri Chinchwad Pune",1350 sqft,"₹
2.30 Cr"
"2 BHK Apartment for Sale in Atharva Shrushti Wing B And C, Manjri, Manjri Budruk Pune",645 sqft,"₹
36 Lac"
3 BHK House for Sale in Pashan Pune,1200 sqft,"₹
2.35 Cr"
"2 BHK Apartment for Sale in Laxmi Ganga Heights, Sinhgad Road Pune",704 sqft,"₹
85 Lac"
"3 BHK Apartment for Sale in Prasad Park, Hingne Khurd Pune",1032 sqft,"₹
74 Lac"
"4 BHK Villa for Sale in Shantiban Housing Society, Chinchwad Gaon, Pimpri Chinchwad Pune",2500 sqft,"₹
4.25 Cr"
"3 BHK Apartment for Sale in Konark Campus, Viman Nagar Pune",1400 sqft,"₹
2.05 Cr"
"3 BHK Apartment for Sale in M Soul Strings, Pashan Pune",1350 sqft,"₹
1.98 Cr"
"2 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",810 sqft,"₹
85 Lac"
"3 BHK Apartment for Sale in VTP Dolce Vita, EON Free Zone, Kharadi Pune",1245 sqft,"₹
1.20 Cr"
"3 BHK Apartment for Sale in Unique K Ville, Kiwale, Dehu Road Pune",988 sqft,"₹
85 Lac"
"2 BHK Apartment for Sale in Tain Square, Fatima Nagar Wanowrie Pune",1150 sqft,"₹
90 Lac"
"2 BHK Apartment for Sale in Rajaveer Palace Phase I, Pimple Saudagar, Pimpri Chinchwad Pune",817 sqft,"₹
91 Lac"
"3 BHK Apartment for Sale in Ganga Millennia, Undri Pune",99 sqm,"₹
95 Lac"
"2 BHK Apartment for Sale in Bhandari Aura, Balewadi Pune",1250 sqft,"₹
1.05 Cr"
"3 BHK Apartment for Sale in Alfa Premio, Viman Nagar Pune",1568 sqft,"₹
1.90 Cr"
2 BHK Apartment for Sale in Shirgaon Pune,700 sqft,"₹
45 Lac"
"2 BHK Apartment for Sale in Kavade Mala, Ghorpadi Pune",1185 sqft,"₹
2.20 Cr"
"3 BHK Apartment for Sale in Sobha Garnet, Kondhwa Pune",1244 sqft,"₹
1.30 Cr"
"2 BHK Apartment for Sale in Platinum Marvelle, Balewadi Pune",894 sqft,"₹
1.19 Cr"
"2 BHK Apartment for Sale in F Residences, New Kalyani Nagar Pune",800 sqft,"₹
1.10 Cr"
"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",937 sqft,"₹
1.37 Cr"
"3 BHK Apartment for Sale in Dwarka Sun Crest, Rahatani Pune",1100 sqft,"₹
1.20 Cr"
"3 BHK Apartment for Sale in VTP Beaumonde, Manjari Khurd Pune",1050 sqft,"₹
1.10 Cr"
"4 BHK Apartment for Sale in Bramha the Collection, New Kalyani Nagar Pune",1840 sqft,"₹
2.10 Cr"
"3 BHK Apartment for Sale in Nyati Elysia, Kharadi Pune",1150 sqft,"₹
1.60 Cr"
"3 BHK Villa for Sale in Florentine, Sopan Baug Pune",1800 sqft,"₹
2.85 Cr"
"3 BHK Villa for Sale in Sunshine Villas, Rahatani Pune",2500 sqft,"₹
2.70 Cr"
"3 BHK Apartment for Sale in Godrej Greens, Undri Pune",842 sqft,"₹
75 Lac"
"4 BHK Apartment for Sale in Sharada Akashparv, Bavdhan Pune",1400 sqft,"₹
2.45 Cr"
"3 BHK Apartment for Sale in Goel Ganga Legend County, Bavdhan Pune",1225 sqft,"₹
1.75 Cr"
"2 BHK Apartment for Sale in Dynasty, Wakad Pune",1005 sqft,"₹
90 Lac"
"2 BHK Apartment for Sale in Unique Legacy Royale, Keshav Nagar Mundhwa Pune",900 sqft,"₹
99.5 Lac"
4 BHK Apartment for Sale in Prabhat Road Pune,2747 sqft,"₹
4.10 Cr"
"3 BHK Villa for Sale in Gulmohar Park, Pimple Nilakh, Pimpri Chinchwad Pune",1590 sqft,"₹
2.65 Cr"
"2 BHK Apartment for Sale in Nirvana, Hadapsar Pune",950 sqft,"₹
1.10 Cr"
"2 BHK Apartment for Sale in Vascon Forest Edge, EON Free Zone, Kharadi Pune",794 sqft,"₹
1.15 Cr"
3 BHK Apartment for Sale in NIBM Annexe Area Pune,1025 sqft,"₹
74 Lac"
"2 BHK Apartment for Sale in Shriram Divine Garden, Lohegaon Pune",820 sqft,"₹
73 Lac"
"2 BHK Apartment for Sale in The Address, Moshi Pune",654 sqft,"₹
52 Lac"
"3 BHK Apartment for Sale in Rambaug Apartment, Rambaug Colony, Kothrud Pune",1189 sqft,"₹
1.77 Cr"
"3 BHK Apartment for Sale in Trillium, Magarpatta Pune",1200 sqft,"₹
2.05 Cr"
"2 BHK Apartment for Sale in Manjri, Manjri Budruk Pune",705 sqft,"₹
59 Lac"
"3 BHK Apartment for Sale in Lodha Belmondo St Andrews E, Gahunje Pune",1768 sqft,"₹
2.42 Cr"
"2 BHK Apartment for Sale in Majestique Signature Towers, Balewadi Pune",1080 sqft,"₹
1.27 Cr"
"3 BHK Apartment for Sale in Acolade, Kharadi Pune",1250 sqft,"₹
1.65 Cr"
"2 BHK Apartment for Sale in Yoo Pune, Magarpatta Pune",2400 sqft,"₹
4.10 Cr"
"4 BHK Apartment for Sale in Atur Park, Koregaon Park Pune",1845 sqft,"₹
3.05 Cr"
"3 BHK Apartment for Sale in Kasturi Eon Homes, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park Pune",1280 sqft,"₹
1.74 Cr"
"2 BHK Apartment for Sale in Gera World of Joy, EON Free Zone, Kharadi Pune",705 sqft,"₹
1.03 Cr"
"3 BHK Apartment for Sale in Solitaire World, Bibwewadi Pune",2106 sqft,"₹
3 Cr"
"3 BHK Apartment for Sale in Liviano, Kharadi Pune",1750 sqft,"₹
2.65 Cr"
"2 BHK Apartment for Sale in Vishal Leela Residency, Kharadi Pune",900 sqft,"₹
1.10 Cr"
"3 BHK Apartment for Sale in Twin Towers Apartment, Aundh Pune",1350 sqft,"₹
2 Cr"
"2 BHK Apartment for Sale in Kohinoor Reina, Kondhwa Pune",758 sqft,"₹
70 Lac"
"4 BHK Apartment for Sale in Yoopune, Hadapsar Pune",5300 sqft,"₹
13.99 Cr"
"2 BHK Apartment for Sale in Dynamic Oasis, Undri Pune",810 sqft,"₹
45 Lac"
"3 BHK Apartment for Sale in Rohan Leher, Baner Pune",1275 sqft,"₹
1.35 Cr"
"4 BHK Apartment for Sale in Amanora Aspire Towers, Hadapsar Pune",2750 sqft,"₹
4.25 Cr"
"2 BHK Apartment for Sale in Chandani Chowk, Bavdhan Pune",850 sqft,"₹
90 Lac"
4 BHK Apartment for Sale in Shivajinagar Pune,2962 sqft,"₹
6.50 Cr"
"2 BHK Apartment for Sale in Magarpatta City Roystonea, Magarpatta Pune",1000 sqft,"₹
1.50 Cr"
"3 BHK Apartment for Sale in F Residences, New Kalyani Nagar Pune",1500 sqft,"₹
1.85 Cr"
"2 BHK Apartment for Sale in Puravankara Purva Silversands, Keshav Nagar Mundhwa Pune",805 sqft,"₹
1.28 Cr"
"2 BHK Villa for Sale in Clover Park, Viman Nagar Pune",900 sqft,"₹
2.25 Cr"
"3 BHK Apartment for Sale in Rohan Kritika, Sinhgad Road Pune",1917 sqft,"₹
3.25 Cr"
"3 BHK Apartment for Sale in Pride World City Wellington, Dhanori Pune",1156 sqft,"₹
1.02 Cr"
3 BHK House for Sale in Samarth Colony Baner Pune,2800 sqft,"₹
3 Cr"
"4 BHK Apartment for Sale in Kunal The Canary, Patil Nagar Balewadi Pune",1650 sqft,"₹
2.05 Cr"
"3 BHK Apartment for Sale in Project Roseland Residency, Roseland Residency, Pimpri Chinchwad Pune",1200 sqft,"₹
1.29 Cr"
"2 BHK Apartment for Sale in Kumar Primrose, Kharadi Pune",950 sqft,"₹
1.07 Cr"
3 BHK Apartment for Sale in Keshav Nagar Mundhwa Pune,990 sqft,"₹
83.5 Lac"
"3 BHK Apartment for Sale in Sky World Dreams, Shivthirth Nagar Pune",1050 sqft,"₹
1.70 Cr"
"2 BHK Apartment for Sale in Shapoorji Pallonji Vanaha, Mokai Vasti, Bavdhan Pune",790 sqft,"₹
1.10 Cr"
"3 BHK Apartment for Sale in Crown 8, Balewadi Pune",1288 sqft,"₹
1.62 Cr"
"2 BHK Apartment for Sale in Prkriti Surbhi Mangalam, Dhanori Pune",560 sqft,"₹
47 Lac"
"2 BHK Apartment for Sale in Tulip Infinity World, Punawale, Pimpri Chinchwad Pune",780 sqft,"₹
78 Lac"
"2 BHK Apartment for Sale in Shree Panchtirth, Katraj Kondhwa Road Pune",805 sqft,"₹
1 Cr"
"2 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",750 sqft,"₹
1.05 Cr"
3 BHK Apartment for Sale in Tathawade Pimpri Chinchwad Pune,1102 sqft,"₹
1.05 Cr"
"3 BHK Apartment for Sale in Ganga Constella, Kharadi Pune",1420 sqft,"₹
1.85 Cr"
"3 BHK Apartment for Sale in Abhinav Pebbles II, Bavdhan Pune",1166 sqft,"₹
1.45 Cr"
"2 BHK Apartment for Sale in Nirman Aura Wing B, Ambegaon BK Pune",745 sqft,"₹
72 Lac"
"2 BHK Apartment for Sale in Kumar Prospera, Hadapsar Pune",850 sqft,"₹
1.25 Cr"
"2 BHK Apartment for Sale in Chandrangan Revanta, Ambegaon BK Pune",759 sqft,"₹
62 Lac"
"4 BHK Apartment for Sale in Kolte-Patil 24k Opula, Kolte Patil Pune",1920 sqft,"₹
4.20 Cr"
"3 BHK Apartment for Sale in Dorabjee Classic, Koregaon Park Pune",1400 sqft,"₹
2.30 Cr"
"2 BHK Apartment for Sale in Shapoorji Joyville Hadapsar Annexe, Shewalewadi Pune",620 sqft,"₹
86 Lac"
"2 BHK Apartment for Sale in Mount N Glory, EON Free Zone, Kharadi Pune",900 sqft,"₹
1.05 Cr"
"3 BHK Apartment for Sale in Panchshil Towers, Vitthal Nagar Kharadi Pune",2100 sqft,"₹
4.55 Cr"
"2 BHK Apartment for Sale in Godrej Nurture, Mamurdi, Dehu Road Pune",720 sqft,"₹
73 Lac"
"2 BHK Apartment for Sale in Pristine O2 World Part 1, EON Free Zone, Kharadi Pune",811 sqft,"₹
95.4 Lac"
"3 BHK Apartment for Sale in Lodha Belmondo Estancia B, Gahunje Pune",1750 sqft,"₹
3.20 Cr"
"2 BHK Apartment for Sale in Shapoorji Pallonji Joyville, Hinjawadi Pune",676 sqft,"₹
63 Lac"
"3 BHK Apartment for Sale in Kumar Palmsprings Towers, Undri Pune",1170 sqft,"₹
1.05 Cr"
"3 BHK Apartment for Sale in Pharande Puneville, Punawale, Pimpri Chinchwad Pune",1165 sqft,"₹
1.26 Cr"
"4 BHK Apartment for Sale in Kasturi Legacy, Baner Pune",1850 sqft,"₹
4.25 Cr"
"3 BHK Apartment for Sale in Shriram Vivaan Park, Dhanori Pune",900 sqft,"₹
80 Lac"
